id,question,answer,answerable,category,relevant_ids,source,single_agent,feedback1,two_agents,three_agents
1701,"Monica was saving money for her future. Every week he put $15 into her moneybox. After the moneybox got full, which took 60 weeks, Monica took all the money out and took it to the bank, and she started saving money again. She repeated this whole process 5 times. How much money did Monica take to the bank in total?",[4500.0],True,,,GSM8K,,,,
1702,"There's a Bobbit worm hiding in the bottom of James' aquarium. Every day it eats 2 fish. After two weeks, James adds 8 more fish to the aquarium. A week later, he discovers the Bobbit worm. If the aquarium had 60 fish to start with, how many does it have when James discovers the Bobbit worm?",[26.0],True,,,GSM8K,,,,
1703,"A movie theater has 6 screens which show movies back-to-back all day. If the movie theater is open for 8 hours, and each movie lasts 2 hours, how many movies are shown in total throughout the day?",[24.0],True,,,GSM8K,,,,
1704,Mr. Curtis has 325 chickens on his farm where 28 are roosters and the rest are hens. Twenty hens do not lay eggs while the rest of the hens do. How many egg-laying hens does Mr. Curtis have on his farm?,[277.0],True,,,GSM8K,,,,
1705,Gabriel is 3 years younger than Frank. The current total of their ages right now is 17. What is Frank's age?,[10.0],True,,,GSM8K,,,,
1706,There are 50 goldfish in the pond. Each goldfish eats 1.5 ounces of food per day. 20% of the goldfish need to eat special food that costs $3 an ounce. How much does it cost to feed these fish?,[45.0],True,,,GSM8K,,,,
1707,Tim buys a book of esoteric words.  He learns 10 words from it a day.  In 2 years the book has increased the number of words he knows by 50%.  How many words did he know originally?,[14600.0],True,,,GSM8K,,,,
1708,"Sofia and her mother go to the grocery store and buys 10kgs of oranges to be used in their home for the week. While at the store, Sofia's father calls and says they're to add 5 more kgs since their neighbor also wanted some supplies. When they reach home, they estimated that for the next coming two weeks they'll have to buy twice as many oranges each week for the supplies to be enough. What the total quantity of oranges they would have bought after the three weeks.",[75.0],True,,,GSM8K,,,,
1709,Julia has $40. She spends half of her money to buy a new game for her phone. She spends a quarter of what she has left on in-game purchases. How much money does she have left?,[15.0],True,,,GSM8K,,,,
1710,On Monday Elisa paints 30 square feet of her house's walls. On Tuesday she paints twice that amount. On Wednesday she finishes up by painting half as many square feet as she painted on Monday. How many square feet total does Elisa paint in her house?,[105.0],True,,,GSM8K,,,,
1711,"55% of Toby's friends are boys and the rest are girls. If he has 33 friends who are boys, how many friends does he have who are girls?",[27.0],True,,,GSM8K,,,,
1712,"Bryan works as a social media account manager. He does marketing posts, advertisement posts, and customer outreach posts. His client has him spend four hours on customer outreach posts and half that time on advertisement posts each day. Bryan works eight hours a day. How much time in hours each day does he spend on marketing posts?",[2.0],True,,,GSM8K,,,,
1713,"Alice made 52 friendship bracelets over spring break to sell at school.  It only cost her $3.00 in materials to make these bracelets.  During the break, she gave 8 of her bracelets away.  Back at school, she sells all of the remaining bracelets at $0.25 each.  How much profit did she make (money earned after paying initial costs) on the sale of her bracelets?",[8.0],True,,,GSM8K,,,,
1714,"Alden had 50 nephews ten years ago. This is half the number of nephews Alden has now. If Vihaan has 60 more nephews than Alden now, how many nephews do the two have altogether?",[260.0],True,,,GSM8K,,,,
1715,The basketball team sold 50 cupcakes for $2 each and 40 cookies for $0.5 each. Then the money from their sales was used to buy two basketballs that cost $40 each. The rest of the money was used to buy 20 bottles of energy drinks. How much does a bottle of energy drink cost?,[2.0],True,,,GSM8K,,,,
1716,"Dorchester works at a puppy wash. He is paid $40 per day + $2.25 for each puppy he washes. On Wednesday, Dorchester earned $76. How many puppies did he wash that day?",[16.0],True,,,GSM8K,,,,
1717,"Horatio is a poet composing sonnets for his lady fair. He believes it will take many of his sonnets to win her over. Each sonnet is fourteen lines long. His lady fair tells him to leave her alone after he reads her only seven sonnets, and Horatio is heartbroken over the 70 romantic lines he wrote that she never heard. How many sonnets did Horatio write in all?",[12.0],True,,,GSM8K,,,,
1718,"Natalie has $26 to go shopping. She bought a jumper for $9, a shirt for $4, and a pair of heels for $5. How much money does Natalie have left?",[8.0],True,,,GSM8K,,,,
1719,"Barry goes to a shop to buy a shirt he'd been admiring for quite some time. He tells the attendant that it's his birthday so she decides to give him a 15% special discount. The price tag on the shirt says $80. How much is he supposed to pay now, considering the special discount?",[68.0],True,,,GSM8K,,,,
1720,"A packet of candy sweets has 30 cherry-flavored sweets, 40 strawberry-flavored sweets, and 50 pineapple-flavored sweets. Aaron eats half of each of the flavored sweets and gives 5 cherry-flavored sweets to his friend. How many sweets are still in the packet of candy?",[55.0],True,,,GSM8K,,,,
1721,"An avant-garde sushi house sells jellyfish for a certain amount and eel for nine times that amount. If the combined cost of one order each kind of sushi is $200, how much does the eel cost?",[180.0],True,,,GSM8K,,,,
1722,"Nathaniel has 11 tickets to a basketball game. He gives away 2 tickets each to his best friends, until he only has 3 tickets left. How many best friends does Nathaniel have?",[4.0],True,,,GSM8K,,,,
1723,Mark has an egg farm. His farm supplies one store with 5 dozen eggs and another store with 30 eggs each day. How many eggs does he supply these two stores in a week?,[630.0],True,,,GSM8K,,,,
1724,"Remi prepared a tomato nursery and planted tomato seedlings. After 20 days, the seedlings were ready to be transferred. On the first day, he planted 200 seedlings on the farm. On the second day, while working alongside his father, he planted twice the number of seedlings he planted on the first day. If the total number of seedlings transferred to the farm on these two days was 1200, how many seedlings did his father plant?",[600.0],True,,,GSM8K,,,,
1725,"Six more than twice as many ducks go to North Pond as go to Lake Michigan. If Lake Michigan has 100 ducks, how many ducks can you safely estimate there will be at North Pond?",[206.0],True,,,GSM8K,,,,
1726,"Carl has a jar full of marbles. He takes out 12 marbles to play a game with, but he accidentally drops them and 1/2 the marbles get lost. So Carl takes out 10 more marbles. While he is playing his game his mother comes home with another bag of marbles for him, which has 25 marbles in it. If Carl can't find his lost marbles, then how many marbles is he going to put in the jar after he plays his game, from both his original marbles and the new ones?",[41.0],True,,,GSM8K,,,,
1727,"Paul and his sister Paula went to the cookie store to buy some cookies. Paula bought 3 fewer cookies than Paul, who bought 45 cookies. How many cookies do they have altogether?",[87.0],True,,,GSM8K,,,,
1728,"Carla needs to drive her car to do a bunch of errands. She needs to drive 8 miles to the grocery store, 6 miles to pick up her kids from school, 12 miles to drop her kids off at soccer practice, and twice the distance from the school to soccer practice to get everyone home again. If Carla's car gets 25 miles per gallon, and gas costs $2.50, how much will Carla have to spend on gas for her trip?",[5.0],True,,,GSM8K,,,,
1729,"Elizabeth has 10 reusable water bottles. She loses 2 water bottles at school. Then someone steals 1 of her water bottles at dance practice. To avoid any future theft of her water bottles, Elizabeth places 3 stickers on each of her remaining bottles. How many stickers does Elizabeth use in total on her water bottles?",[21.0],True,,,GSM8K,,,,
1730,There are 12 bananas and 4 apples in the blue basket. The red basket holds half as many fruits as the blue basket. How many fruits are in the red basket?,[8.0],True,,,GSM8K,,,,
1731,An unusual bicycle has 20 spokes on the front wheel and twice as many spokes on the back wheel. How many spokes does the bicycle have?,[60.0],True,,,GSM8K,,,,
1732,"Rich likes to take long walks through town.  First he walks 20 feet from his house to the sidewalk.  Then he walks 200 feet down the sidewalk to the end of the road.  Then he makes a left and walks double his total distance so far until he reaches the next intersection.  Then he walks half the total distance up to this point again to the end of his route, before turning around and walking the same path all the way back home.  How many feet did Rich walk?",[1980.0],True,,,GSM8K,,,,
1733,"If Clover goes for a 1.5-mile walk in the morning and another 1.5-mile walk in the evening, every day, how many miles does he walk in 30 days?",[90.0],True,,,GSM8K,,,,
1734,"Estevan has 24 blankets. One-third of the blankets have polka-dots. For his birthday, his mother gives him 2 more polka-dot print blankets. How many polka-dot blankets does Estevan have in total?",[10.0],True,,,GSM8K,,,,
1735,"Jenna sets a goal of reading 600 pages a month for the month of September (which has 30 days). She knows that she'll be really busy at work the four weekdays starting on the 13th, so she won't have time to read. She can also read 100 pages on the 23rd, when she'll have a long boring flight. If she reads the same number of pages every other day, how many pages a day does she need to read?",[20.0],True,,,GSM8K,,,,
